brand_name,product_name,product_subcategory,product_category,product_department,product_family,store_sales,store_cost,unit_sales,the_date,city,state_province,country
Ebony,Ebony Fancy Plums,Fresh Fruit,Fruit,Produce,Food,5.58,2.0646,3,3/21/1998 0:00,Chula Vista,CA,USA
Even Better,Even Better Jack Cheese,Cheese,Dairy,Dairy,Food,1.62,0.7776,2,3/21/1998 0:00,Chula Vista,CA,USA
Fast,Fast Low Fat Popcorn,Popcorn,Snack Foods,Snack Foods,Food,6.04,2.9596,4,6/22/1998 0:00,Tixapan,DF,Mexico
Imagine,Imagine Chicken TV Dinner,TV Dinner,Frozen Entrees,Frozen Foods,Food,7.35,2.2785,3,6/22/1998 0:00,Tixapan,DF,Mexico
BBB Best,BBB Best Creamy Peanut Butter,Peanut Butter,Jams and Jellies,Baking Goods,Food,4.4,1.408,4,5/12/1998 0:00,Tixapan,DF,Mexico
High Top,High Top Baby Onion,Fresh Vegetables,Vegetables,Produce,Food,10.35,4.14,3,7/22/1998 0:00,Tixapan,DF,Mexico
Faux Products,Faux Products Tartar Control Toothpaste,Personal Hygiene,Hygiene,Health and Hygiene,Non-Consumable,3.68,1.7296,4,5/12/1998 0:00,Tixapan,DF,Mexico
Special,Special Oatmeal,Cereal,Breakfast Foods,Breakfast Foods,Food,10.41,3.9558,3,7/22/1998 0:00,Tixapan,DF,Mexico
Faux Products,Faux Products Conditioning Shampoo,Shampoo,Bathroom Products,Health and Hygiene,Non-Consumable,4.44,1.7316,3,5/12/1998 0:00,Tixapan,DF,Mexico
Fast,Fast Graham Crackers,Cookies,Snack Foods,Snack Foods,Food,3.72,1.7856,4,7/22/1998 0:00,Tixapan,DF,Mexico
Super,Super Apple Jam,Jam,Jams and Jellies,Baking Goods,Food,13.56,5.8308,4,7/22/1998 0:00,Tixapan,DF,Mexico
BBB Best,BBB Best Chunky Peanut Butter,Peanut Butter,Jams and Jellies,Baking Goods,Food,5.91,2.7777,3,5/12/1998 0:00,Tixapan,DF,Mexico
Faux Products,Faux Products Multi-Symptom Cold Remedy,Cold Remedies,Cold Remedies,Health and Hygiene,Non-Consumable,1.59,0.7473,3,7/22/1998 0:00,Tixapan,DF,Mexico
Tell Tale,Tell Tale Macintosh Apples,Fresh Fruit,Fruit,Produce,Food,7.59,3.5673,3,5/12/1998 0:00,Tixapan,DF,Mexico
Horatio,Horatio Salsa Dip,Dips,Snack Foods,Snack Foods,Food,7.95,2.6235,3,7/22/1998 0:00,Tixapan,DF,Mexico
PigTail,PigTail Frozen Pancakes,Pancakes,Breakfast Foods,Frozen Foods,Food,4.92,2.3616,3,5/12/1998 0:00,Tixapan,DF,Mexico
Super,Super Grape Preserves,Preserves,Jams and Jellies,Baking Goods,Food,9.36,4.5864,3,7/22/1998 0:00,Tixapan,DF,Mexico
CDR,CDR Vegetable Oil,Cooking Oil,Baking Goods,Baking Goods,Food,14.08,4.6464,4,9/10/1998 0:00,Tixapan,DF,Mexico
Sunset,Sunset Copper Cleaner,Pot Cleaners,Kitchen Products,Household,Non-Consumable,1.78,0.5874,2,10/29/1998 0:00,Tixapan,DF,Mexico
Big Time,Big Time Frozen Pancakes,Pancakes,Breakfast Foods,Frozen Foods,Food,9.72,3.0132,3,10/29/1998 0:00,Tixapan,DF,Mexico
Hermanos,Hermanos Peaches,Fresh Fruit,Fruit,Produce,Food,6.48,2.0088,4,10/29/1998 0:00,Tixapan,DF,Mexico
Shady Lake,Shady Lake Thai Rice,Rice,Starchy Foods,Starchy Foods,Food,8.43,3.1191,3,10/29/1998 0:00,Tixapan,DF,Mexico
Blue Label,Blue Label Canned Tuna in Water,Tuna,Canned Tuna,Canned Foods,Food,4.23,1.9458,3,10/29/1998 0:00,Tixapan,DF,Mexico
Club,Club Low Fat String Cheese,Cheese,Dairy,Dairy,Food,10.14,3.549,3,9/10/1998 0:00,Tixapan,DF,Mexico
Landslide,Landslide French Roast Coffee,Coffee,Hot Beverages,Beverages,Drink,6.96,2.2968,3,11/9/1998 0:00,Tixapan,DF,Mexico
Hermanos,Hermanos Squash,Fresh Vegetables,Vegetables,Produce,Food,2.62,1.179,2,11/9/1998 0:00,Tixapan,DF,Mexico
Red Wing,Red Wing Scissors,Tools,Hardware,Household,Non-Consumable,1.64,0.6232,2,11/9/1998 0:00,Tixapan,DF,Mexico
Sunset,Sunset Copper Pot Scrubber,Pot Scrubbers,Kitchen Products,Household,Non-Consumable,5.3,1.961,2,11/9/1998 0:00,Tixapan,DF,Mexico
Even Better,Even Better Sharp Cheddar Cheese,Cheese,Dairy,Dairy,Food,9.75,4.5825,3,9/10/1998 0:00,Tixapan,DF,Mexico
Fort West,Fort West Sugar Cookies,Cookies,Snack Foods,Snack Foods,Food,7.23,3.0366,3,11/9/1998 0:00,Tixapan,DF,Mexico
Mighty Good,Mighty Good Monthly Fashion Magazine,Fashion Magazines,Magazines,Periodicals,Non-Consumable,4.92,2.4108,3,11/9/1998 0:00,Tixapan,DF,Mexico
Best Choice,Best Choice Chocolate Chip Cookies,Cookies,Snack Foods,Snack Foods,Food,15.8,7.584,4,11/9/1998 0:00,Tixapan,DF,Mexico
Curlew,Curlew Lox,Fresh Fish,Seafood,Seafood,Food,6.48,2.268,4,9/10/1998 0:00,Tixapan,DF,Mexico
Horatio,Horatio Fondue Mix,Dips,Snack Foods,Snack Foods,Food,9.08,4.3584,4,9/10/1998 0:00,Tixapan,DF,Mexico
Shady Lake,Shady Lake Ravioli,Pasta,Starchy Foods,Starchy Foods,Food,5.02,2.1586,2,11/9/1998 0:00,Tixapan,DF,Mexico
Skinner,Skinner Mango Drink,Flavored Drinks,Drinks,Beverages,Drink,10.74,3.8664,3,10/29/1998 0:00,Tixapan,DF,Mexico
Red Wing,Red Wing Tissues,Paper Wipes,Paper Products,Household,Non-Consumable,2.5,0.9,2,10/29/1998 0:00,Tixapan,DF,Mexico
High Quality,High Quality Toilet Bowl Cleaner,Cleaners,Cleaning Supplies,Household,Non-Consumable,6.57,2.8908,3,2/3/1998 0:00,Tixapan,DF,Mexico
BBB Best,BBB Best Strawberry Jam,Jam,Jams and Jellies,Baking Goods,Food,6.76,2.9068,2,6/23/1998 0:00,Tixapan,DF,Mexico
Denny,Denny Toilet Paper,Paper Wipes,Paper Products,Household,Non-Consumable,5.82,2.0952,2,6/23/1998 0:00,Tixapan,DF,Mexico
Tri-State,Tri-State Mushrooms,Fresh Vegetables,Vegetables,Produce,Food,4.64,2.0416,4,2/3/1998 0:00,Tixapan,DF,Mexico
Fabulous,Fabulous Mango Drink,Flavored Drinks,Drinks,Beverages,Drink,8.52,2.982,3,6/23/1998 0:00,Tixapan,DF,Mexico
Pleasant,Pleasant Canned Peas,Canned Vegetables,Vegetables,Canned Foods,Food,5.08,2.032,2,6/23/1998 0:00,Tixapan,DF,Mexico
High Quality,High Quality Copper Cleaner,Pot Cleaners,Kitchen Products,Household,Non-Consumable,11.31,3.6192,3,6/23/1998 0:00,Tixapan,DF,Mexico
Plato,Plato Pepper,Spices,Baking Goods,Baking Goods,Food,9.96,4.1832,3,2/3/1998 0:00,Tixapan,DF,Mexico
Great,Great English Muffins,Muffins,Bread,Baked Goods,Food,7.23,3.1812,3,2/3/1998 0:00,Tixapan,DF,Mexico
Ebony,Ebony Baby Onion,Fresh Vegetables,Vegetables,Produce,Food,8.91,3.2967,3,6/23/1998 0:00,Tixapan,DF,Mexico
Golden,Golden Frozen Pancakes,Pancakes,Breakfast Foods,Frozen Foods,Food,4.08,1.836,3,6/23/1998 0:00,Tixapan,DF,Mexico
Bravo,Bravo Vegetable Soup,Soup,Canned Soup,Canned Foods,Food,7.36,2.208,4,2/3/1998 0:00,Tixapan,DF,Mexico
Golden,Golden Frozen Corn,Frozen Vegetables,Vegetables,Frozen Foods,Food,7.24,2.8236,4,8/26/1998 0:00,Redmond,WA,USA
Choice,Choice Bubble Gum,Gum,Candy,Snacks,Food,1.59,0.5088,3,8/26/1998 0:00,Redmond,WA,USA
Curlew,Curlew Scallops,Shellfish,Seafood,Seafood,Food,5.16,2.1672,2,6/17/1998 0:00,Burnaby,BC,Canada
Denny,Denny 25 Watt Lightbulb,Lightbulbs,Electrical,Household,Non-Consumable,6.81,2.1792,3,9/5/1998 0:00,Burnaby,BC,Canada
Hermanos,Hermanos Walnuts,Nuts,Specialty,Produce,Food,4.26,1.917,2,6/17/1998 0:00,Burnaby,BC,Canada
Sunset,Sunset Paper Towels,Paper Wipes,Paper Products,Household,Non-Consumable,4.29,1.3728,3,6/17/1998 0:00,Burnaby,BC,Canada
Fast,Fast Graham Crackers,Cookies,Snack Foods,Snack Foods,Food,3.72,1.488,4,6/17/1998 0:00,Burnaby,BC,Canada
Hermanos,Hermanos Lettuce,Fresh Vegetables,Vegetables,Produce,Food,13.44,4.5696,4,9/5/1998 0:00,Burnaby,BC,Canada
High Quality,High Quality Soft Napkins,Paper Wipes,Paper Products,Household,Non-Consumable,6.64,2.7888,4,9/5/1998 0:00,Burnaby,BC,Canada
Nationeel,Nationeel Salsa Dip,Dips,Snack Foods,Snack Foods,Food,4.8,2.16,3,6/17/1998 0:00,Burnaby,BC,Canada
Tri-State,Tri-State Baby Onion,Fresh Vegetables,Vegetables,Produce,Food,7.86,2.4366,3,6/17/1998 0:00,Burnaby,BC,Canada
Tell Tale,Tell Tale Fancy Plums,Fresh Fruit,Fruit,Produce,Food,1.36,0.5984,2,6/17/1998 0:00,Burnaby,BC,Canada
Steady,Steady Mint Mouthwash,Mouthwash,Bathroom Products,Health and Hygiene,Non-Consumable,8.96,3.4048,4,7/14/1998 0:00,Everett,WA,USA
High Quality,High Quality 60 Watt Lightbulb,Lightbulbs,Electrical,Household,Non-Consumable,7.02,3.159,2,7/14/1998 0:00,Everett,WA,USA
Great,Great Wheat Bread,Sliced Bread,Bread,Baked Goods,Food,2.79,1.3671,3,7/14/1998 0:00,Everett,WA,USA
Tri-State,Tri-State Lemons,Fresh Fruit,Fruit,Produce,Food,5.31,2.1771,3,7/14/1998 0:00,Everett,WA,USA
Pleasant,Pleasant Chicken Noodle Soup,Soup,Canned Soup,Canned Foods,Food,5.24,1.7816,4,7/14/1998 0:00,Everett,WA,USA
Denny,Denny 60 Watt Lightbulb,Lightbulbs,Electrical,Household,Non-Consumable,7.68,2.5344,4,7/14/1998 0:00,Everett,WA,USA
High Quality,High Quality Scented Toilet Tissue,Paper Wipes,Paper Products,Household,Non-Consumable,10.68,4.272,3,6/9/1998 0:00,Lincoln Acres,CA,USA
Atomic,Atomic Spicy Mints,Hard Candy,Candy,Snacks,Food,12.64,4.424,4,6/9/1998 0:00,Lincoln Acres,CA,USA
Moms,Moms Sliced Ham,Deli Meats,Meat,Deli,Food,4.68,2.0124,3,11/1/1998 0:00,Lincoln Acres,CA,USA
Best Choice,Best Choice Strawberry Fruit Roll,Dried Fruit,Snack Foods,Snack Foods,Food,5.96,2.6224,4,11/1/1998 0:00,Lincoln Acres,CA,USA
Tri-State,Tri-State Cauliflower,Fresh Vegetables,Vegetables,Produce,Food,1.62,0.486,2,6/9/1998 0:00,Lincoln Acres,CA,USA
Top Measure,Top Measure Chardonnay,Wine,Beer and Wine,Alcoholic Beverages,Drink,6.93,2.7027,3,11/1/1998 0:00,Lincoln Acres,CA,USA
Fort West,Fort West Cheese Crackers,Crackers,Snack Foods,Snack Foods,Food,5.4,2.538,2,11/1/1998 0:00,Lincoln Acres,CA,USA
Gorilla,Gorilla Jack Cheese,Cheese,Dairy,Dairy,Food,11.79,3.7728,3,6/9/1998 0:00,Lincoln Acres,CA,USA
Excellent,Excellent Orange Juice,Juice,Pure Juice Beverages,Beverages,Drink,4.8,2.16,3,6/9/1998 0:00,Lincoln Acres,CA,USA
Fast,Fast No Salt Popcorn,Popcorn,Snack Foods,Snack Foods,Food,3.76,1.128,2,11/1/1998 0:00,Lincoln Acres,CA,USA
Great,Great Wheat Bread,Sliced Bread,Bread,Baked Goods,Food,3.72,1.3764,4,6/9/1998 0:00,Lincoln Acres,CA,USA
Horatio,Horatio Lemon Cookies,Cookies,Snack Foods,Snack Foods,Food,5.13,2.4624,3,6/13/1998 0:00,Lincoln Acres,CA,USA
Plato,Plato Strawberry Jelly,Jelly,Jams and Jellies,Baking Goods,Food,6.9,3.036,5,6/13/1998 0:00,Lincoln Acres,CA,USA
Denny,Denny Soft Napkins,Paper Wipes,Paper Products,Household,Non-Consumable,12.45,4.8555,5,6/13/1998 0:00,Lincoln Acres,CA,USA
Colony,Colony White Bread,Sliced Bread,Bread,Baked Goods,Food,5.68,2.6128,4,8/3/1998 0:00,Lincoln Acres,CA,USA
Fantastic,Fantastic Wheat Bread,Sliced Bread,Bread,Baked Goods,Food,4.65,2.0925,3,8/3/1998 0:00,Lincoln Acres,CA,USA
High Quality,High Quality D-Size Batteries,Batteries,Electrical,Household,Non-Consumable,8.96,2.7776,4,8/3/1998 0:00,Lincoln Acres,CA,USA
Just Right,Just Right Canned Tuna in Oil,Tuna,Canned Tuna,Canned Foods,Food,5.28,1.9536,3,8/3/1998 0:00,Lincoln Acres,CA,USA
Good,Good Merlot Wine,Wine,Beer and Wine,Alcoholic Beverages,Drink,6.72,2.352,3,8/3/1998 0:00,Lincoln Acres,CA,USA
Super,Super Tomato Sauce,Sauces,Baking Goods,Baking Goods,Food,6.4,2.56,4,6/13/1998 0:00,Lincoln Acres,CA,USA
Lake,Lake Low Fat Cole Slaw,Deli Salads,Side Dishes,Deli,Food,2.79,1.0044,3,8/3/1998 0:00,Lincoln Acres,CA,USA
Token,Token Cream Soda,Soda,Carbonated Beverages,Beverages,Drink,5.16,1.8576,4,6/13/1998 0:00,Lincoln Acres,CA,USA
Fort West,Fort West Sesame Crackers,Crackers,Snack Foods,Snack Foods,Food,4.2,2.016,3,11/9/1998 0:00,Beaverton,OR,USA
Gorilla,Gorilla String Cheese,Cheese,Dairy,Dairy,Food,5.37,1.9332,3,11/9/1998 0:00,Beaverton,OR,USA
Excellent,Excellent Strawberry Drink,Flavored Drinks,Drinks,Beverages,Drink,3.7,1.554,2,11/3/1998 0:00,Beaverton,OR,USA
Plato,Plato Strawberry Preserves,Preserves,Jams and Jellies,Baking Goods,Food,3.08,1.4784,2,11/9/1998 0:00,Beaverton,OR,USA
PigTail,PigTail Chicken TV Dinner,TV Dinner,Frozen Entrees,Frozen Foods,Food,4.44,1.776,4,11/3/1998 0:00,Beaverton,OR,USA
BBB Best,BBB Best Extra Chunky Peanut Butter,Peanut Butter,Jams and Jellies,Baking Goods,Food,8.34,2.919,3,11/3/1998 0:00,Beaverton,OR,USA
Bird Call,Bird Call Conditioning Shampoo,Shampoo,Bathroom Products,Health and Hygiene,Non-Consumable,11.72,5.6256,4,1/15/1998 0:00,Portland,OR,USA
Gulf Coast,Gulf Coast Mints,Hard Candy,Candy,Snacks,Food,14.16,6.9384,4,1/25/1998 0:00,Portland,OR,USA
Pleasant,Pleasant Creamed Corn,Canned Vegetables,Vegetables,Canned Foods,Food,4.72,2.0296,4,1/15/1998 0:00,Portland,OR,USA
Better,Better Canned Tomatos,Canned Vegetables,Vegetables,Canned Foods,Food,5.28,1.7424,4,3/19/1998 0:00,Portland,OR,USA
High Top,High Top Lemons,Fresh Fruit,Fruit,Produce,Food,6.68,2.4048,4,1/25/1998 0:00,Portland,OR,USA
Best Choice,Best Choice Strawberry Fruit Roll,Dried Fruit,Snack Foods,Snack Foods,Food,4.47,1.8774,3,5/17/1998 0:00,Portland,OR,USA
Even Better,Even Better Whole Milk,Milk,Dairy,Dairy,Drink,3.75,1.2375,3,10/20/1998 0:00,Portland,OR,USA
Nationeel,Nationeel Low Fat BBQ Chips,Chips,Snack Foods,Snack Foods,Food,9.6,4.416,3,10/20/1998 0:00,Portland,OR,USA
High Top,High Top Canned Peanuts,Nuts,Specialty,Produce,Food,6.33,2.4054,3,6/21/1998 0:00,Portland,OR,USA
Pearl,Pearl White Zinfandel Wine,Wine,Beer and Wine,Alcoholic Beverages,Drink,5.76,2.016,3,6/21/1998 0:00,Portland,OR,USA
Imagine,Imagine Grape Popsicles,Popsicles,Frozen Desserts,Frozen Foods,Food,8.49,3.5658,3,6/21/1998 0:00,Portland,OR,USA
Big Time,Big Time Blueberry Waffles,Waffles,Breakfast Foods,Frozen Foods,Food,1.74,0.6264,2,6/21/1998 0:00,Portland,OR,USA
Club,Club Cheese Spread,Cheese,Dairy,Dairy,Food,6.51,2.8644,3,5/17/1998 0:00,Portland,OR,USA
Discover,Discover Ravioli,Pasta,Starchy Foods,Starchy Foods,Food,4.4,1.628,5,6/21/1998 0:00,Portland,OR,USA
Cormorant,Cormorant Economy Toilet Brush,Toilet Brushes,Bathroom Products,Household,Non-Consumable,7.02,2.3868,3,6/21/1998 0:00,Portland,OR,USA
Super,Super Grape Preserves,Preserves,Jams and Jellies,Baking Goods,Food,12.48,5.7408,4,6/21/1998 0:00,Portland,OR,USA
Booker,Booker Large Curd Cottage Cheese,Cottage Cheese,Dairy,Dairy,Food,2.01,0.804,3,6/21/1998 0:00,Portland,OR,USA
Imagine,Imagine Lemon Popsicles,Popsicles,Frozen Desserts,Frozen Foods,Food,1.26,0.504,2,5/17/1998 0:00,Portland,OR,USA
Dollar,Dollar Monthly Auto Magazine,Auto Magazines,Magazines,Periodicals,Non-Consumable,11.64,4.074,4,3/6/1998 0:00,Salem,OR,USA
Even Better,Even Better 2% Milk,Milk,Dairy,Dairy,Drink,3.16,1.0112,4,3/6/1998 0:00,Salem,OR,USA
Gorilla,Gorilla Havarti Cheese,Cheese,Dairy,Dairy,Food,13.36,6.2792,4,3/6/1998 0:00,Salem,OR,USA
Horatio,Horatio Fudge Cookies,Cookies,Snack Foods,Snack Foods,Food,14.36,6.7492,4,3/6/1998 0:00,Salem,OR,USA
Sunset,Sunset Copper Pot Scrubber,Pot Scrubbers,Kitchen Products,Household,Non-Consumable,10.6,3.71,4,11/7/1998 0:00,Salem,OR,USA
Carrington,Carrington Frozen Chicken Wings,Frozen Chicken,Meat,Frozen Foods,Food,7.26,3.3396,3,1/26/1998 0:00,Salem,OR,USA
Tip Top,Tip Top Scallops,Shellfish,Seafood,Seafood,Food,10.8,4.104,3,1/26/1998 0:00,Salem,OR,USA
Big Time,Big Time Beef TV Dinner,TV Dinner,Frozen Entrees,Frozen Foods,Food,7.82,2.8152,2,1/26/1998 0:00,Salem,OR,USA
Hilltop,Hilltop Childrens Aspirin,Aspirin,Pain Relievers,Health and Hygiene,Non-Consumable,7.41,2.6676,3,1/26/1998 0:00,Salem,OR,USA
Lake,Lake Beef Bologna,Bologna,Meat,Deli,Food,1.28,0.512,2,1/26/1998 0:00,Salem,OR,USA
Super,Super Apple Jam,Jam,Jams and Jellies,Baking Goods,Food,10.17,4.6782,3,1/26/1998 0:00,Salem,OR,USA
Pearl,Pearl Chardonnay,Wine,Beer and Wine,Alcoholic Beverages,Drink,6.96,2.5752,4,1/26/1998 0:00,Salem,OR,USA
Imagine,Imagine Popsicles,Ice Cream,Frozen Desserts,Frozen Foods,Food,11.43,4.8006,3,1/26/1998 0:00,Salem,OR,USA
Fantastic,Fantastic Blueberry Muffins,Muffins,Bread,Baked Goods,Food,2.07,0.7245,3,1/26/1998 0:00,Salem,OR,USA
Excel,Excel Monthly Fashion Magazine,Fashion Magazines,Magazines,Periodicals,Non-Consumable,4.26,1.917,2,1/26/1998 0:00,Salem,OR,USA
Portsmouth,Portsmouth Chardonnay,Wine,Beer and Wine,Alcoholic Beverages,Drink,5.4,1.674,2,8/26/1998 0:00,Kirkland,WA,USA
Tell Tale,Tell Tale Red Pepper,Fresh Vegetables,Vegetables,Produce,Food,3.86,1.6598,2,8/26/1998 0:00,Kirkland,WA,USA
High Quality,High Quality 25 Watt Lightbulb,Lightbulbs,Electrical,Household,Non-Consumable,2,0.84,4,8/26/1998 0:00,Kirkland,WA,USA
Red Wing,Red Wing Scented Tissue,Paper Wipes,Paper Products,Household,Non-Consumable,10.88,3.5904,4,8/26/1998 0:00,Kirkland,WA,USA
Horatio,Horatio Apple Fruit Roll,Dried Fruit,Snack Foods,Snack Foods,Food,4.2,1.638,3,8/26/1998 0:00,Kirkland,WA,USA
Modell,Modell Bagels,Bagels,Bread,Baked Goods,Food,9.81,3.1392,3,1/20/1998 0:00,Kirkland,WA,USA
Super,Super Strawberry Jelly,Jelly,Jams and Jellies,Baking Goods,Food,2.7,0.837,3,1/20/1998 0:00,Kirkland,WA,USA
Better,Better Canned Tuna in Water,Tuna,Canned Tuna,Canned Foods,Food,11.08,3.324,4,1/20/1998 0:00,Kirkland,WA,USA
Token,Token Mango Drink,Flavored Drinks,Drinks,Beverages,Drink,7.38,2.6568,3,1/20/1998 0:00,Kirkland,WA,USA
Horatio,Horatio Chocolate Donuts,Donuts,Snack Foods,Snack Foods,Food,4.62,2.1714,3,1/20/1998 0:00,Kirkland,WA,USA
Carrington,Carrington Frozen Chicken Breast,Frozen Chicken,Meat,Frozen Foods,Food,2.79,1.3671,3,1/20/1998 0:00,Kirkland,WA,USA
Carrington,Carrington Waffles,Waffles,Breakfast Foods,Frozen Foods,Food,3.93,1.2969,3,3/21/1998 0:00,Lemon Grove,CA,USA
Denny,Denny Silver Cleaner,Pot Cleaners,Kitchen Products,Household,Non-Consumable,6.32,3.0336,4,3/21/1998 0:00,Lemon Grove,CA,USA
High Quality,High Quality 25 Watt Lightbulb,Lightbulbs,Electrical,Household,Non-Consumable,2,0.88,4,3/21/1998 0:00,Lemon Grove,CA,USA
Even Better,Even Better Blueberry Yogurt,Yogurt,Dairy,Dairy,Food,8.07,4.035,3,3/21/1998 0:00,Lemon Grove,CA,USA
Token,Token Orange Juice,Juice,Pure Juice Beverages,Beverages,Drink,5.6,1.848,2,2/18/1998 0:00,Lemon Grove,CA,USA
Medalist,Medalist Thai Rice,Rice,Starchy Foods,Starchy Foods,Food,8.34,3.2526,3,3/21/1998 0:00,Lemon Grove,CA,USA
Gorilla,Gorilla Cheese Spread,Cheese,Dairy,Dairy,Food,12.72,6.2328,4,2/18/1998 0:00,Lemon Grove,CA,USA
CDR,CDR Strawberry Jelly,Jelly,Jams and Jellies,Baking Goods,Food,2.44,1.0492,4,2/18/1998 0:00,Lemon Grove,CA,USA
Top Measure,Top Measure Light Wine,Wine,Beer and Wine,Alcoholic Beverages,Drink,10.08,3.4272,3,2/18/1998 0:00,Lemon Grove,CA,USA
Good,Good Chardonnay Wine,Wine,Beer and Wine,Alcoholic Beverages,Drink,5.19,2.1279,3,3/21/1998 0:00,Lemon Grove,CA,USA
Golden,Golden Frozen Peas,Frozen Vegetables,Vegetables,Frozen Foods,Food,4.38,1.752,2,2/18/1998 0:00,Lemon Grove,CA,USA
Just Right,Just Right Chicken Soup,Soup,Canned Soup,Canned Foods,Food,8.91,2.8512,3,2/18/1998 0:00,Lemon Grove,CA,USA
Carrington,Carrington Fajita French Fries,French Fries,Vegetables,Frozen Foods,Food,6.66,2.5974,3,4/18/1998 0:00,Lemon Grove,CA,USA
Plato,Plato Strawberry Jelly,Jelly,Jams and Jellies,Baking Goods,Food,5.52,1.9872,4,4/18/1998 0:00,Lemon Grove,CA,USA
High Quality,High Quality 75 Watt Lightbulb,Lightbulbs,Electrical,Household,Non-Consumable,4.42,1.3702,2,4/18/1998 0:00,Lemon Grove,CA,USA
Big Time,Big Time Frozen Cheese Pizza,Pizza,Pizza,Frozen Foods,Food,6.2,2.976,4,4/18/1998 0:00,Lemon Grove,CA,USA
Nationeel,Nationeel Dried Apricots,Dried Fruit,Snack Foods,Snack Foods,Food,9.4,2.82,4,4/18/1998 0:00,Lemon Grove,CA,USA
Token,Token Diet Soda,Soda,Carbonated Beverages,Beverages,Drink,3.4,1.496,2,10/26/1998 0:00,Lemon Grove,CA,USA
Big Time,Big Time Grape Popsicles,Popsicles,Frozen Desserts,Frozen Foods,Food,1.02,0.4182,2,10/26/1998 0:00,Lemon Grove,CA,USA
Golden,Golden Ice Cream,Ice Cream,Frozen Desserts,Frozen Foods,Food,2.85,0.9975,3,9/20/1998 0:00,Acapulco,Guerrero,Mexico
PigTail,PigTail Frozen Corn,Frozen Vegetables,Vegetables,Frozen Foods,Food,14.8,5.328,4,4/25/1998 0:00,Acapulco,Guerrero,Mexico
Horatio,Horatio Dried Apples,Dried Fruit,Snack Foods,Snack Foods,Food,3.54,1.416,2,8/6/1998 0:00,Acapulco,Guerrero,Mexico
Big Time,Big Time Low Fat Waffles,Waffles,Breakfast Foods,Frozen Foods,Food,3.36,1.4448,3,2/7/1998 0:00,Acapulco,Guerrero,Mexico
Jeffers,Jeffers Oatmeal,Cereal,Breakfast Foods,Breakfast Foods,Food,4.62,2.2638,3,8/6/1998 0:00,Acapulco,Guerrero,Mexico
High Top,High Top Honey Dew,Fresh Fruit,Fruit,Produce,Food,3.74,1.3838,2,9/20/1998 0:00,Acapulco,Guerrero,Mexico
PigTail,PigTail Orange Popsicles,Popsicles,Frozen Desserts,Frozen Foods,Food,3.66,1.3542,3,3/27/1998 0:00,Acapulco,Guerrero,Mexico
Red Spade,Red Spade Sliced Chicken,Deli Meats,Meat,Deli,Food,6.76,2.5688,4,3/25/1998 0:00,Acapulco,Guerrero,Mexico
Best Choice,Best Choice Beef Jerky,Dried Meat,Snack Foods,Snack Foods,Food,5.91,2.364,3,3/25/1998 0:00,Acapulco,Guerrero,Mexico
Dollar,Dollar Monthly Fashion Magazine,Fashion Magazines,Magazines,Periodicals,Non-Consumable,11.4,5.586,4,3/25/1998 0:00,Acapulco,Guerrero,Mexico
Ship Shape,Ship Shape Seasoned Hamburger,Hamburger,Meat,Meat,Food,5.25,1.995,3,3/25/1998 0:00,Acapulco,Guerrero,Mexico
Johnson,Johnson Grits,Cereal,Breakfast Foods,Breakfast Foods,Food,4.7,1.645,2,3/27/1998 0:00,Acapulco,Guerrero,Mexico
Sunset,Sunset Plastic Knives,Plastic Utensils,Plastic Products,Household,Non-Consumable,7.71,2.313,3,3/25/1998 0:00,Acapulco,Guerrero,Mexico
Consolidated,Consolidated Deodorant,Personal Hygiene,Hygiene,Health and Hygiene,Non-Consumable,4.76,1.7136,2,1/17/1998 0:00,Acapulco,Guerrero,Mexico
Super,Super Corn Oil,Cooking Oil,Baking Goods,Baking Goods,Food,3.62,1.7738,2,9/20/1998 0:00,Acapulco,Guerrero,Mexico
Queen,Queen City Map,Maps,Miscellaneous,Checkout,Non-Consumable,8.46,4.1454,3,9/20/1998 0:00,Acapulco,Guerrero,Mexico
Excel,Excel Monthly Home Magazine,Home Magazines,Magazines,Periodicals,Non-Consumable,6.45,3.1605,3,9/20/1998 0:00,Acapulco,Guerrero,Mexico
Carrington,Carrington Frozen Peas,Frozen Vegetables,Vegetables,Frozen Foods,Food,10.84,4.4444,4,4/25/1998 0:00,Acapulco,Guerrero,Mexico
Fort West,Fort West Dried Apricots,Dried Fruit,Snack Foods,Snack Foods,Food,4.82,2.3136,2,10/11/1998 0:00,Acapulco,Guerrero,Mexico
Quick,Quick Extra Lean Hamburger,Hamburger,Meat,Meat,Food,7.83,3.5235,3,4/25/1998 0:00,Acapulco,Guerrero,Mexico
Tri-State,Tri-State Beets,Fresh Vegetables,Vegetables,Produce,Food,13.68,4.6512,4,3/25/1998 0:00,Acapulco,Guerrero,Mexico
Carlson,Carlson Buttermilk,Milk,Dairy,Dairy,Drink,2.28,0.7524,2,3/27/1998 0:00,Acapulco,Guerrero,Mexico
Tell Tale,Tell Tale Elephant Garlic,Fresh Vegetables,Vegetables,Produce,Food,5.28,2.112,2,1/17/1998 0:00,Acapulco,Guerrero,Mexico
Hermanos,Hermanos Fresh Lima Beans,Fresh Vegetables,Vegetables,Produce,Food,8.43,4.0464,3,9/14/1998 0:00,Acapulco,Guerrero,Mexico
